n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
14.0,420.0,0.558536584004,0.999999996016,0.717131471246,10.0,0.0,1.0,0.0,4.2809523809500005,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,325.0,98.5714285714,0.0,209522.222222,0.0,5102.50802139,2210.59681274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.359569871168,0.234796755627,0.361046815765,0.0222648012459,0.0223217561937,0.446940131125,0.131451314386,0.0571428571429,0.0333333333333,0.631578947368,0.368421052632,0.384818722944,0.1,0.7,-0.325694444444,-0.5,-0.1,0.0,0.0,0.5,0.0,761
11.0,456.0,0.498886413143,0.999999996094,0.667968747391,1.0,1.0,0.0,0.0,4.31359649123,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,109.0,66.25,0.0,183642.857143,0.0,4677.29811321,2070.11313108,1200.0,1200.0,1200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.440572929921,0.0285838774296,0.178328618143,0.0286267156948,0.3238878588109999,0.41323953824,0.0269013666072,0.0328947368420999,0.0219298245614,0.6,0.4,0.270606060606,0.1363636363639999,0.6,-0.219444444444,-0.4,-0.05,0.0,0.0,0.5,0.0,4900
8.0,332.0,0.596385540372,0.999999995305,0.746478869735,9.0,0.0,1.0,0.0,5.10843373494,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1200.0,295.0,0.0,116960.0,0.0,3553.10188679,1780.86702207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0200420945904,0.0200057369132999,0.304306501844,0.0200243268738,0.635621339779,0.53754789272,0.179702194357,0.0512048192770999,0.0210843373494,0.708333333333,0.291666666667,0.3712566844919999,0.1363636363639999,0.6,-0.15,-0.3,-0.05,0.7,0.366666666667,0.2,0.366666666667,1600
9.0,358.0,0.611898015264,0.99999999569,0.767241376003,5.0,3.0,1.0,1.0,5.2094972067,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,430.0,126.8,0.0,152522.222222,0.0,4338.48256881,1989.53866978,2800.0,2800.0,2800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.135225647798,0.322727188223,0.0222311383227,0.497588422069,0.0222276035876,0.439979338843,0.261122589532,0.0474860335196,0.00279329608939,0.944444444444,0.0555555555556,0.340864527629,0.0333333333333,1.0,-0.05,-0.05,-0.05,0.3333333333329999,0.25,0.166666666667,0.25,1300
11.0,209.0,0.5825242690169999,0.999999991228,0.701754379809,4.0,3.0,0.0,0.0,4.38277511962,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,696.0,198.5,285.0,233480.833333,285.0,3847.73701299,2386.66025017,1100.0,5900.0,3500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333344592494,0.0333343580746,0.0338021012988,0.0333337297556,0.866195351622,0.536231361231,0.2077741702739999,0.066985645933,0.0143540669856,0.8235294117649999,0.176470588235,0.3168831168829999,0.1,0.7,-0.1988095238099999,-0.4,-0.0714285714286,0.0,0.0,0.5,0.0,5000
11.0,667.0,0.452344931237,0.999999997183,0.670422533323,2.0,1.0,1.0,0.0,4.12743628186,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1100.0,357.5,6500.0,386675.0,1663.08333333,3280.57985464,2661.2946005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.300163871027,0.0500472296711999,0.0500006808158,0.0500006593874,0.549787559099,0.430530610052,0.0917487949403,0.0299850074963,0.0179910044978,0.625,0.375,0.343149350649,0.1,0.7,-0.185482804233,-0.4,-0.05,0.0,0.0,0.5,0.0,2500
10.0,761.0,0.506648935496,0.999999997753,0.7146067399670001,18.0,0.0,1.0,0.0,4.75821287779,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,949.0,315.142857143,0.0,132749.88888900002,0.0,4015.27272727,2346.09713919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0222257326774,0.243954266532,0.1577814881259999,0.022240317206,0.553798195459,0.4849015764109999,0.216539655313,0.0433639947438,0.011826544021,0.785714285714,0.214285714286,0.414846517119,0.05,1.0,-0.209259259259,-0.3,-0.1,0.2,0.2,0.3,0.2,996
10.0,225.0,0.5982142830439999,0.999999993007,0.692307687466,9.0,6.0,1.0,0.0,4.79111111111,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,676.0,228.7,1400.0,135890.0,1156.8,3276.06881541,2585.59821414,1300.0,2200.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.349574970365,0.2195981029479999,0.0200354200690999,0.0202619454395,0.390529561178,0.477272727273,0.0921969696969999,0.0444444444443999,0.0133333333332999,0.769230769231,0.230769230769,0.261060606061,0.1,0.5,-0.255555555556,-0.5,-0.133333333333,0.0,0.0,0.5,0.0,773
10.0,238.0,0.658119655307,0.999999993151,0.82191780259,7.0,5.0,1.0,0.0,4.51680672269,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1100.0,344.625,0.0,138888.88888900002,0.0,3276.06881541,2119.14248275,751.0,751.0,751.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0222729987405999,0.336825452345,0.113218787017,0.171539883775,0.356142878124,0.3331738437,0.11379585327,0.0504201680672,0.00840336134454,0.8571428571430001,0.142857142857,0.18851010101,0.1,0.4,-0.133333333333,-0.166666666667,-0.1,0.25,0.0,0.25,0.0,782
13.0,350.0,0.590257877965,0.999999994792,0.791666662543,10.0,0.0,0.0,1.0,4.7,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,554.0,111.5,0.0,175460.0,0.0,7671.53787879,2394.08764622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0200026742505999,0.123814712063,0.721533187837,0.1146339417159999,0.0200154841336,0.4456676003729999,0.0508734402851999,0.0428571428570999,0.0314285714286,0.576923076923,0.423076923077,0.372535353535,0.05,0.9,-0.37803030303,-1.0,-0.1,0.2,-0.1,0.3,0.1,3100
9.0,795.0,0.47414880142,0.999999997674,0.7023255797619999,12.0,0.0,1.0,0.0,4.49559748428,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,498.0,194.9,411.0,158264.5,411.0,3276.06881541,1593.98255724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0200016141515999,0.0201396461387,0.465617768428,0.2338344217619999,0.260406549519,0.385021077956,0.115032310684,0.0352201257862,0.0125786163522,0.736842105263,0.263157894737,0.375883194187,0.0333333333333,1.0,-0.2175,-0.5,-0.05,0.0,0.1,0.5,0.1,597
11.0,744.0,0.5573770484189999,0.99999999784,0.751619868787,12.0,0.0,1.0,0.0,4.854838709680001,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,682.0,193.142857143,0.0,258233.333333,0.0,3843.2,2162.0039044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.295958519579,0.0222237102969999,0.637187110916,0.0222224209847,0.0224082382230999,0.4062657828279999,0.0288589015152,0.0282258064516,0.0188172043011,0.6,0.4,0.3452432488149999,0.0333333333333,0.8,-0.411011904762,-1.0,-0.0125,0.0,0.0,0.5,0.0,964
12.0,242.0,0.543933052117,0.999999992537,0.679104472544,3.0,0.0,1.0,0.0,4.60330578512,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1700.0,336.25,0.0,231033.333333,0.0,6031.80882353,3035.17730182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.381552575576,0.133751872976,0.0222567911326,0.135675936393,0.326762823923,0.4580965909089999,0.0845643939394,0.0247933884297999,0.0165289256198,0.6,0.4,0.343560606061,0.1363636363639999,0.5,-0.1770833333329999,-0.25,-0.125,0.0666666666666999,0.0,0.433333333333,0.0,1000
7.0,225.0,0.609302322747,0.999999992593,0.7259259205490001,3.0,2.0,1.0,0.0,4.68888888889,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,63.0,33.5,0.0,383425.0,0.0,3276.06881541,1536.11996459,2700.0,2700.0,2700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.550775635367,0.0500131353335,0.0500072950051,0.299198212589,0.0500057217052,0.41471291866,0.180861244019,0.0577777777778,0.0133333333332999,0.8125,0.1875,0.315617715618,0.0333333333333,0.8,-0.188888888889,-0.3,-0.1,0.0,0.0,0.5,0.0,1500
10.0,967.0,0.421599168825,0.999999998195,0.593862814813,7.0,5.0,1.0,0.0,4.68459152017,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,564.0,155.777777778,0.0,203850.0,0.0,3276.06881541,2245.34796155,1100.0,1700.0,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0200094496715999,0.0200009325414,0.4940286346729999,0.0200003089342,0.445960674179,0.5659702616219999,0.0978621619926,0.0351602895553,0.023784901758,0.59649122807,0.40350877193,0.378014387573,0.1,1.0,-0.3086956521739999,-0.666666666667,-0.075,0.0,0.0,0.5,0.0,2900
6.0,147.0,0.684931502158,0.999999989011,0.7362637281730001,6.0,3.0,1.0,0.0,4.36734693878,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,309.0,159.428571429,0.0,174887.5,0.0,3276.06881541,2257.22699301,5200.0,5200.0,5200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250085439152,0.0250008216660999,0.0250038050449,0.149831195818,0.775155633555,0.450990675991,0.2047202797199999,0.0612244897959,0.0068027210884399,0.9,0.1,0.309595959596,0.1,0.5,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,828
10.0,167.0,0.577639747965,0.99999998913,0.706521731451,3.0,2.0,1.0,0.0,4.30538922156,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,537.0,172.2,0.0,170366.666667,0.0,3276.06881541,2196.98788153,1900.0,1900.0,1900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.033396904736,0.0333376626807,0.0333845445291,0.196447044723,0.703433843331,0.432702020202,0.0456439393939,0.0299401197605,0.0119760479042,0.714285714286,0.285714285714,0.176818181818,0.1,0.375,-0.125,-0.125,-0.125,0.4545454545449999,0.1363636363639999,0.0454545454545,0.1363636363639999,931
8.0,336.0,0.604863220046,0.999999995146,0.7621359186300001,9.0,4.0,1.0,0.0,4.59523809524,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,493.0,169.6,1300.0,506300.0,845.8,4532.67835052,2831.45178528,775.0,1800.0,1325.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.440596635679,0.040000878172,0.0400011525027,0.0400002174348,0.439401116212,0.402447089947,0.16078042328,0.0267857142857,0.00892857142857,0.75,0.25,0.43544973545,0.1,1.0,-0.275,-0.4,-0.125,0.3333333333329999,0.0,0.166666666667,0.0,861
8.0,258.0,0.593749997681,0.99999999359,0.762820507931,7.0,0.0,1.0,0.0,5.14341085271,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,932.0,249.25,0.0,172160.0,0.0,3850.49354839,2431.37144295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0200023839284,0.0200015477966,0.3382204608619999,0.0200120139063,0.601763593507,0.423469308469,0.153673271173,0.062015503876,0.015503875969,0.8,0.2,0.347111742424,0.1363636363639999,0.75,-0.1858974358969999,-0.3,-0.0769230769231,0.4545454545449999,0.1363636363639999,0.0454545454545,0.1363636363639999,461
8.0,343.0,0.678362571116,0.999999995169,0.8792270488930001,7.0,0.0,1.0,0.0,4.74344023324,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1200.0,268.0,0.0,93700.0,0.0,9325.0,2771.42559436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1127101610029999,0.323425836802,0.52343973368,0.0202206981075999,0.0202035704083,0.35658436214,0.0565843621399,0.0320699708455,0.0174927113703,0.647058823529,0.352941176471,0.282575757576,0.0333333333333,0.5,-0.263425925926,-0.6,-0.05,0.0,0.0,0.5,0.0,679
7.0,242.0,0.608333330799,0.999999993197,0.7278911515109999,4.0,0.0,0.0,1.0,4.76446280992,10.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1700.0,436.625,0.0,104320.0,0.0,6091.29166667,2664.63154917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.526467902618,0.020004887218,0.117490614774,0.0200029426533,0.316033652736,0.514810606061,0.272651515152,0.0578512396694,0.0247933884297999,0.7,0.3,0.419264069264,0.1363636363639999,0.75,-0.211111111111,-0.25,-0.1,0.0,0.1,0.5,0.1,6300
10.0,260.0,0.6328124975280001,0.999999993976,0.7831325254029999,8.0,6.0,1.0,0.0,4.99230769231,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,919.0,248.333333333,2900.0,216566.666667,1638.66666667,3593.26666667,2667.98252208,1300.0,2700.0,2133.33333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2532043732389999,0.022222736523,0.0222273035784999,0.0222223209880999,0.6801232656720001,0.440079365079,0.0627182539683,0.0461538461538,0.0230769230769,0.666666666667,0.3333333333329999,0.292261904762,0.1,0.5,-0.185515873016,-0.25,-0.0714285714286,0.5125,0.25,0.0125,0.25,1300
10.0,199.0,0.540816323771,0.999999992248,0.635658909801,7.0,5.0,1.0,0.0,4.41708542714,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,929.0,239.375,4600.0,188087.5,1900.73893805,3635.33333333,2762.33110178,5200.0,5200.0,5200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.158044061642,0.0250684490588,0.0250159517959,0.0253120548869,0.766559482617,0.582256235828,0.152579365079,0.0552763819094999,0.0150753768843999,0.785714285714,0.214285714286,0.374393939394,0.16,0.5,-0.251388888889,-0.4,-0.166666666667,0.4,0.25,0.1,0.25,1600
11.0,318.0,0.566343040238,0.999999994975,0.718592961213,7.0,6.0,1.0,0.0,4.73899371069,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,309.0,134.111111111,10400.0,260611.111111,1667.59,3274.2833226,2373.80079546,1000.0,3200.0,2100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.360648689062,0.0222230301370999,0.132367571848,0.0222225360715,0.4625381728809999,0.466978609626,0.0483288770053,0.0314465408805,0.0157232704403,0.666666666667,0.3333333333329999,0.290492424242,0.05,1.0,-0.216666666667,-0.5,-0.125,0.0,0.0,0.5,0.0,840
10.0,323.0,0.578616350382,0.999999994949,0.702020198475,12.0,3.0,6.0,0.0,4.69659442724,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1100.0,243.2,1500.0,358160.0,1233.33333333,5216.38062467,3597.38010378,1600.0,1600.0,1600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0400004634709,0.290048900317,0.0400002828253,0.589948421899,0.0400019314874,0.5582747114,0.2291100175869999,0.0526315789474,0.0123839009287999,0.8095238095239999,0.190476190476,0.385612426789,0.0333333333333,0.7,-0.3333333333329999,-0.5,-0.1,0.0,0.0,0.5,0.0,1500
12.0,592.0,0.5349650340300001,0.999999997429,0.6735218491680001,15.0,0.0,1.0,0.0,4.77195945946,10.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,446.0,207.777777778,0.0,187070.0,0.0,4314.62962963,2609.72593407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.553011443727,0.0200099360084,0.0201960555709,0.020008173213,0.38677439148,0.335340909091,0.103768939394,0.0236486486485999,0.0185810810810999,0.56,0.44,0.461958874459,0.1363636363639999,1.0,-0.225757575758,-0.6,-0.1,0.4545454545449999,0.1363636363639999,0.0454545454545,0.1363636363639999,1000
10.0,173.0,0.616279066184,0.999999989796,0.744897951583,8.0,6.0,0.0,2.0,4.56069364162,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,493.0,200.166666667,1800.0,186133.333333,1002.0,3495.58333333,2609.16662462,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.033551137663,0.033410567833,0.033393764467,0.0333335640071,0.8663109660299999,0.343506493506,0.0426948051948,0.0289017341039999,0.0115606936416,0.714285714286,0.285714285714,0.149772727273,0.0625,0.25,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,811
10.0,485.0,0.59999999875,0.999999996503,0.8181818153210001,10.0,7.0,1.0,1.0,4.58350515464,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,730.0,282.833333333,6500.0,269483.333333,1658.23076923,4381.77777778,3164.53249854,835.0,7900.0,2892.14285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.200019697586,0.0336932805229,0.0337805277220999,0.033333508702,0.699172985467,0.342376422028,0.0882789690928999,0.039175257732,0.0164948453608,0.7037037037039999,0.296296296296,0.29346092504,0.0333333333333,0.7,-0.209970238095,-0.4,-0.05,0.0,0.0,0.5,0.0,1000
13.0,324.0,0.562700962821,0.999999995215,0.6411483222909999,13.0,1.0,1.0,0.0,4.56481481481,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,176.0,100.75,16300.0,279850.0,1430.67592593,3274.2833226,2422.85699753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0500033357248,0.0523019229304,0.0501480861263,0.797546628451,0.0500000267673,0.515886243386,-0.0377116402116,0.0277777777778,0.0246913580247,0.529411764706,0.470588235294,0.327301587302,0.1,0.7,-0.490277777778,-0.8,-0.155555555556,0.0,0.0,0.5,0.0,741
14.0,335.0,0.620795105135,0.999999994975,0.804020096462,11.0,7.0,1.0,1.0,4.38805970149,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,482.0,167.2,2900.0,202220.0,1445.11111111,3274.2833226,2600.25587034,2000.0,2200.0,2100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0400001681242,0.0400016639372,0.240125242978,0.0400001429741999,0.6398727819860001,0.517712842713,0.0542404565131999,0.0298507462687,0.0268656716418,0.526315789474,0.4736842105259999,0.483636363636,0.05,1.0,-0.330158730159,-0.5,-0.0714285714286,0.0,0.0,0.5,0.0,1000
11.0,551.0,0.495412843128,0.999999996764,0.6796116482860001,11.0,7.0,1.0,0.0,4.61343012704,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,488.0,244.111111111,488.0,121965.333333,488.0,3274.2833226,2241.43859633,2900.0,2900.0,2900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0222231488437999,0.022225534666,0.466288956061,0.022226676732,0.467035683698,0.505992063492,0.135214285714,0.0526315789474,0.0272232304899999,0.659090909091,0.3409090909089999,0.338752052545,0.0333333333333,1.0,-0.174206349206,-0.6,-0.0714285714286,0.642857142857,0.214285714286,0.142857142857,0.214285714286,5900
9.0,225.0,0.65454545157,0.999999992537,0.8208955162620001,4.0,0.0,1.0,0.0,4.64,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1100.0,342.571428571,0.0,154176.666667,0.0,4637.17777778,2121.9602674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.166115816459,0.1334595906099999,0.253538513231,0.0227144689129,0.4241716107859999,0.512885154062,0.276120448179,0.0533333333333,0.0133333333332999,0.8,0.2,0.441170634921,0.1,1.0,-0.2,-0.3,-0.1,0.4,0.1,0.1,0.1,10500
7.0,735.0,0.5195530719,0.999999997696,0.705069122799,6.0,0.0,1.0,0.0,4.57823129252,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,685.0,202.666666667,4600.0,164166.666667,1764.52830189,3274.2833226,2750.48357933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0222310101205999,0.0224935124212,0.137349167453,0.0222240246962,0.795702285309,0.483757575758,0.157116161616,0.0421768707483,0.0122448979592,0.775,0.225,0.32816226784,0.1,0.7,-0.258487654321,-0.6,-0.1,0.666666666667,0.3333333333329999,0.166666666667,0.3333333333329999,16800
9.0,568.0,0.501773048756,0.999999997085,0.667638482019,12.0,7.0,8.0,0.0,4.434859154930001,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,851.0,222.71428571400003,5900.0,210771.428571,2035.25,3273.85436715,2715.11741259,597.0,5200.0,1904.16666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0285978906172999,0.0285722203061,0.0285755259255999,0.0285715858949,0.8856827772560001,0.486034255599,0.222820597277,0.0580985915493,0.00528169014085,0.916666666667,0.0833333333333,0.351423324151,0.1,0.8,-0.30462962963,-0.4,-0.125,0.0,0.0,0.5,0.0,1300
10.0,506.0,0.510040159618,0.999999996732,0.660130716797,9.0,5.0,1.0,1.0,4.78063241107,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,701.0,256.5,2100.0,136400.0,1179.0,3273.85436715,2186.15720864,690.0,2100.0,1630.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0200206792104,0.0200012169543,0.235213250024,0.0200007115355,0.7047641422759999,0.3338333333329999,0.103916666667,0.0237154150198,0.00790513833992,0.75,0.25,0.293055555556,0.1,0.7,-0.346875,-0.75,-0.125,0.0,0.0,0.5,0.0,1000
7.0,631.0,0.5024311175,0.999999997238,0.679558009172,14.0,6.0,6.0,0.0,4.35499207607,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,670.0,212.44444444400003,0.0,243710.0,0.0,4572.98284734,2908.59287211,1000.0,1400.0,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.159696761349,0.0207457039438,0.0200101404314,0.2213445510359999,0.5782028432399999,0.506162337662,0.0828203463203,0.0380348652932,0.0237717908082,0.615384615385,0.3846153846149999,0.345178571429,0.1,0.7,-0.2708333333329999,-0.666666666667,-0.05,1.0,0.0,0.5,0.0,3000
10.0,660.0,0.493883791294,0.999999997608,0.633971290349,20.0,4.0,1.0,0.0,4.853030303030001,9.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1700.0,305.571428571,0.0,179533.333333,0.0,3808.48791209,2235.27089297,1100.0,1700.0,1333.33333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.551215593343,0.0222353855548,0.381975068611,0.0223248633374,0.0222490891536,0.452517600245,0.0984236302418,0.0287878787879,0.0106060606061,0.730769230769,0.269230769231,0.311531100478,0.05,0.5,-0.25873015873,-0.8,-0.1,0.1,0.0,0.4,0.0,1600
9.0,222.0,0.659090906095,0.999999992908,0.773049639907,4.0,1.0,0.0,0.0,4.6981981982,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1500.0,577.6,0.0,216714.285714,0.0,3272.75134839,1651.00980341,654.0,654.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02858284831,0.028583694883,0.46231938982,0.0285789589193,0.451935108067,0.379397146064,0.153772847523,0.0450450450449999,0.00900900900901,0.833333333333,0.166666666667,0.328207792208,0.1,0.5,-0.1770833333329999,-0.1875,-0.166666666667,0.0,0.1,0.5,0.1,791
11.0,553.0,0.532110090767,0.999999996933,0.6993865009219999,7.0,5.0,1.0,0.0,4.86256781193,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1200.0,230.428571429,0.0,142411.11111099998,0.0,5600.0,2138.07390713,2900.0,2900.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0245788069989,0.0222254236785,0.430191750834,0.0222240981076,0.5007799203809999,0.521037469475,0.1012152777779999,0.0379746835443,0.0108499095840999,0.777777777778,0.222222222222,0.3944444444439999,0.05,1.0,-0.381944444444,-0.5,-0.125,0.45,0.2,0.05,0.2,2900
11.0,377.0,0.453580900654,0.99999999569,0.573275859598,6.0,3.0,7.0,0.0,4.40848806366,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,318.0,122.857142857,0.0,147262.5,0.0,3271.96742106,2176.77241293,1100.0,1100.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0257824414424999,0.150259209767,0.0250054880061,0.025005305114,0.7739475556700001,0.436114718615,-0.0510227272727,0.0318302387268,0.0344827586207,0.48,0.52,0.312196969697,0.1363636363639999,0.6,-0.367307692308,-0.625,-0.2,0.0,0.0,0.5,0.0,665
8.0,243.0,0.601659748541,0.999999993007,0.7622377569069999,6.0,2.0,1.0,0.0,4.76543209877,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,399.0,156.285714286,6000.0,326985.714286,2166.11940299,7625.70426065,3631.88712123,4000.0,4000.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41938424884,0.0286130534989,0.341969796978,0.181459105295,0.0285737953887,0.375757575758,0.0204545454545,0.0164609053498,0.0123456790123,0.5714285714289999,0.428571428571,0.3125,0.05,0.6,-0.316666666667,-0.7,-0.125,0.0,0.0,0.5,0.0,2000
8.0,953.0,0.439618643602,0.999999998028,0.672583825103,8.0,6.0,1.0,0.0,4.47534102833,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,183.0,89.5,0.0,125640.0,0.0,3557.93014706,1939.44171037,859.0,4000.0,1911.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201031067530999,0.020011382014,0.336353167555,0.0200155920014,0.6035167516759999,0.480491422158,0.118337642296,0.0430220356768,0.0157397691501,0.7321428571430001,0.267857142857,0.324411360997,0.0333333333333,0.9,-0.2353703703699999,-0.5,-0.05,0.0,0.0,0.5,0.0,2300
13.0,177.0,0.693181814243,0.999999991803,0.786885239452,4.0,3.0,0.0,1.0,4.491525423730001,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,537.0,130.83333333299998,0.0,405828.571429,0.0,4943.91974318,2985.51619969,1600.0,2400.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286027504051,0.280640893059,0.0285739215557,0.633601009484,0.0285814254969,0.330716253444,0.137396694215,0.0225988700565,0.0,1.0,0.0,0.377840909091,0.1363636363639999,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1500
