account length,number vmail messages,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,area code,state_East NC,state_East SC,state_Mid Atlantic,state_Mountain,state_New England,state_Others,state_Pacific,state_South Atlantic,state_West NC,state_West SC,international plan_no,international plan_yes,voice mail plan_no,voice mail plan_yes
57.0,0.0,100.0,25.38,200.2,110.0,17.02,231.7,101.0,10.43,11.9,3.0,3.21,2.0,510,0,1,0,0,0,0,0,0,0,0,1,0,1,0
142.0,30.0,75.0,26.18,165.8,97.0,14.09,270.0,83.0,12.15,10.8,5.0,2.92,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,0,1
135.0,0.0,129.0,41.96,187.8,121.0,15.96,200.87398513436247,109.0,6.95,12.6,5.0,3.4,1.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
79.0,0.0,134.0,17.6,319.3,111.0,27.14,239.9,124.0,10.8,8.4,4.0,2.27,2.0,408,1,0,0,0,0,0,0,0,0,0,0,1,1,0
81.0,0.0,93.0,33.73,210.9,108.0,17.93,200.87398513436247,71.0,8.7,10.4,6.0,2.81,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
176.0,0.0,108.0,42.65,171.4,100.0,14.57,148.6,85.0,6.69,9.6,6.0,2.59,2.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
159.0,0.0,53.0,43.71,312.2,127.0,26.54,200.87398513436247,82.0,8.24,8.8,6.0,2.38,1.0,408,0,0,0,1,0,0,0,0,0,0,0,1,1,0
39.0,0.0,68.0,27.27,102.6,103.0,8.72,235.3,106.0,10.59,9.1,5.0,2.46,2.0,408,0,0,1,0,0,0,0,0,0,0,1,0,1,0
98.0,0.0,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
190.0,0.0,102.0,28.8,253.5,113.0,21.55,197.1,93.0,8.87,8.9,5.0,2.4,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
138.0,0.0,102.0,21.61,247.7,106.0,21.05,207.7,75.0,9.35,5.0,3.0,2.7719679849340864,3.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
89.0,12.0,105.0,31.96,151.3,107.0,12.86,201.9,132.0,9.09,10.5,3.0,2.7719679849340864,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,0,1
47.0,0.0,120.0,8.13,178.9,123.0,15.21,152.6,96.0,6.87,13.3,7.0,2.7719679849340864,0.0,510,0,0,0,0,0,0,0,0,1,0,0,1,1,0
68.0,0.0,80.0,24.41,134.3,65.0,11.42,215.6,84.0,9.7,15.5,5.0,2.7719679849340864,2.0,510,1,0,0,0,0,0,0,0,0,0,1,0,1,0
66.0,40.0,87.0,24.09,268.3,89.0,22.81,200.87398513436247,68.0,10.86,8.5,7.0,2.3,0.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
118.0,36.0,106.0,50.13,165.7,115.0,14.08,189.2,63.0,8.51,9.8,5.0,2.65,3.0,415,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67.0,40.0,65.0,17.83,216.3,93.0,18.39,217.4,128.0,9.78,9.6,9.0,2.7719679849340864,1.0,415,0,0,0,0,1,0,0,0,0,0,1,0,0,1
113.0,0.0,82.0,34.73,188.8,115.0,16.05,139.4,97.0,6.27,9.2,7.0,2.48,1.0,415,0,0,0,0,0,0,0,0,1,0,0,1,1,0
90.0,0.0,146.0,34.58,226.7,117.0,19.27,152.4,105.0,6.86,7.3,4.0,1.97,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
155.0,0.0,146.0,42.64,152.5,105.0,12.96,148.1,104.0,6.66,10.0,5.0,2.7,2.0,408,0,0,0,0,0,0,0,0,1,0,0,1,1,0
113.0,0.0,116.0,13.82,220.6,124.0,18.75,200.87398513436247,113.0,10.61,8.9,3.0,2.7719679849340864,0.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
125.0,39.0,107.0,40.14,289.2,110.0,24.58,175.4,107.0,7.89,9.1,4.0,2.46,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,0,1
48.0,0.0,73.0,33.69,202.8,115.0,17.24,200.87398513436247,73.0,6.59,5.1,5.0,1.38,1.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
141.0,28.0,123.0,52.36,247.8,128.0,21.06,152.9,103.0,6.88,7.4,3.0,2.0,1.0,510,0,1,0,0,0,0,0,0,0,0,1,0,0,1
119.0,0.0,102.0,22.68,204.6,71.0,17.39,200.87398513436247,103.0,8.86,11.1,7.0,3.0,1.0,415,0,0,1,0,0,0,0,0,0,0,1,0,1,0
134.0,38.0,93.0,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,8.0,2.7,1.0,415,0,0,0,0,0,0,1,0,0,0,1,0,0,1
91.0,0.0,121.0,25.02,175.2,87.0,14.89,200.87398513436247,80.0,6.13,13.3,3.0,3.59,2.0,408,0,0,0,0,0,0,0,0,0,1,1,0,1,0
155.0,0.0,55.0,44.61,194.6,113.0,16.54,200.87398513436247,85.0,6.59,8.3,6.0,2.24,2.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
100.0,0.0,122.0,34.65,283.1,76.0,24.06,197.3,83.0,8.88,12.5,3.0,3.38,0.0,415,0,0,1,0,0,0,0,0,0,0,1,0,1,0
123.0,0.0,78.0,29.87,184.6,96.0,15.69,156.9,92.0,7.06,9.1,2.0,2.46,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
74.0,0.0,106.0,23.24,228.6,105.0,19.43,265.3,114.0,11.94,9.8,4.0,2.65,0.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
64.0,0.0,73.0,37.26,167.0,65.0,14.2,200.87398513436247,119.0,7.26,10.0,5.0,2.7,1.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
125.0,0.0,73.0,27.85,255.6,85.0,21.73,192.9,95.0,8.68,15.7,4.0,4.24,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
76.0,0.0,125.0,50.92,226.7,92.0,19.27,200.87398513436247,134.0,9.48,13.7,4.0,2.7719679849340864,0.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
119.0,19.0,110.0,30.28,212.8,100.0,18.09,226.3,123.0,10.18,10.0,6.0,2.7,1.0,415,0,0,0,0,1,0,0,0,0,0,1,0,0,1
72.0,0.0,106.0,20.09,167.2,136.0,14.21,214.2,106.0,9.64,12.2,3.0,3.29,3.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37.0,0.0,98.0,22.93,248.4,130.0,21.11,236.2,113.0,10.63,14.7,2.0,3.97,3.0,408,0,0,0,0,1,0,0,0,0,0,1,0,1,0
87.0,33.0,99.0,21.25,235.3,81.0,20.0,215.3,95.0,9.69,10.2,7.0,2.75,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,0,1
163.0,23.0,126.0,38.08,233.5,89.0,19.85,200.87398513436247,104.0,13.23,8.8,4.0,2.38,1.0,408,0,0,0,0,0,0,0,0,0,1,1,0,0,1
11.0,38.0,130.0,35.67,196.6,84.0,16.71,200.87398513436247,79.0,10.49,7.0,7.0,1.89,1.0,510,0,0,0,0,0,0,0,1,0,0,1,0,0,1
143.0,33.0,130.0,24.04,186.4,114.0,15.84,210.0,111.0,9.45,7.7,6.0,2.7719679849340864,1.0,510,0,0,0,0,0,0,0,0,1,0,1,0,0,1
90.0,0.0,121.0,35.22,292.5,104.0,24.86,200.87398513436247,103.0,10.18,8.0,1.0,2.16,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
127.0,36.0,117.0,31.14,126.8,76.0,10.78,263.3,71.0,11.85,11.2,8.0,2.7719679849340864,1.0,510,0,0,0,0,0,0,1,0,0,0,1,0,0,1
161.0,39.0,76.0,37.15,112.7,94.0,9.58,205.1,121.0,9.23,7.3,4.0,1.97,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47.0,37.0,150.0,19.18,243.9,97.0,20.73,178.7,112.0,8.04,13.2,6.0,2.7719679849340864,2.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
97.0,24.0,109.0,29.94,159.4,81.0,13.55,269.1,94.0,12.11,12.1,9.0,3.27,0.0,415,0,0,0,0,0,0,1,0,0,0,1,0,0,1
54.0,0.0,91.0,40.17,152.8,130.0,12.99,160.3,98.0,7.21,11.2,8.0,3.02,3.0,510,0,0,1,0,0,0,0,0,0,0,0,1,1,0
96.0,29.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3.0,2.3,1.0,408,0,0,0,0,0,0,1,0,0,0,1,0,0,1
81.0,0.0,80.0,29.44,236.2,94.0,20.08,240.2,84.0,10.81,11.8,6.0,3.19,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
125.0,0.0,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2.0,2.59,0.0,415,0,0,0,0,1,0,0,0,0,0,0,1,1,0
152.0,20.0,108.0,36.48,96.6,82.0,8.21,200.87398513436247,145.0,7.68,7.9,5.0,2.13,1.0,510,0,0,0,0,1,0,0,0,0,0,1,0,0,1
127.0,25.0,118.0,34.65,267.1,48.0,22.7,200.87398513436247,105.0,10.13,7.3,5.0,1.97,0.0,510,1,0,0,0,0,0,0,0,0,0,1,0,0,1
177.0,0.0,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7.0,3.38,2.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
124.0,0.0,103.0,32.98,241.0,116.0,20.49,227.5,153.0,10.24,11.9,5.0,3.21,0.0,415,0,1,0,0,0,0,0,0,0,0,1,0,1,0
148.0,36.0,141.0,13.19,207.0,60.0,17.6,255.7,115.0,11.51,10.9,2.0,2.94,1.0,415,0,1,0,0,0,0,0,0,0,0,1,0,0,1
94.0,0.0,114.0,23.15,165.1,118.0,14.03,200.87398513436247,71.0,6.21,9.6,5.0,2.59,0.0,408,0,0,0,0,0,0,0,0,0,1,1,0,1,0
193.0,17.0,102.0,21.08,202.9,81.0,17.25,205.1,129.0,9.23,12.3,3.0,3.32,1.0,408,0,0,0,0,1,0,0,0,0,0,1,0,0,1
105.0,0.0,124.0,47.82,301.5,96.0,25.63,202.8,109.0,9.13,8.7,3.0,2.35,0.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
44.0,34.0,105.0,37.71,161.7,85.0,13.74,227.7,62.0,10.25,14.0,7.0,3.78,0.0,415,1,0,0,0,0,0,0,0,0,0,1,0,0,1
90.0,0.0,111.0,29.9,285.2,115.0,24.24,150.8,122.0,6.79,13.0,7.0,3.51,1.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
43.0,0.0,125.0,28.63,243.8,89.0,20.72,200.87398513436247,102.0,9.66,11.1,2.0,2.7719679849340864,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
90.0,0.0,124.0,33.75,266.6,100.0,22.66,243.3,80.0,10.95,8.0,7.0,2.16,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
44.0,0.0,92.0,10.59,275.0,82.0,23.38,138.7,108.0,6.24,10.8,3.0,2.92,1.0,415,1,0,0,0,0,0,0,0,0,0,0,1,1,0
97.0,0.0,82.0,46.94,201.1,106.0,17.09,231.3,73.0,10.41,8.9,4.0,2.4,0.0,408,0,0,0,0,0,0,1,0,0,0,1,0,1,0
112.0,0.0,119.0,17.19,214.4,67.0,18.22,200.87398513436247,112.0,8.08,10.3,5.0,2.78,2.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
50.0,0.0,108.0,22.39,216.5,103.0,18.4,196.1,126.0,8.82,11.0,5.0,2.97,1.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
193.0,0.0,92.0,16.46,142.6,103.0,12.12,210.1,115.0,9.45,10.9,5.0,2.94,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
99.0,0.0,93.0,26.4,265.7,95.0,22.58,145.7,67.0,6.56,12.4,4.0,3.35,0.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
148.0,33.0,84.0,41.09,165.8,84.0,14.09,200.87398513436247,80.0,7.23,11.3,3.0,3.05,1.0,408,0,0,0,0,1,0,0,0,0,0,1,0,0,1
117.0,0.0,104.0,27.47,196.3,119.0,16.69,200.87398513436247,111.0,13.27,13.8,2.0,3.73,1.0,408,0,0,0,0,0,0,0,0,1,0,1,0,1,0
75.0,0.0,78.0,37.81,327.0,111.0,27.8,208.0,104.0,9.36,8.7,9.0,2.35,1.0,415,0,0,0,0,0,0,0,0,0,1,0,1,1,0
96.0,40.0,90.0,18.46,206.4,154.0,17.54,200.87398513436247,118.0,5.68,13.4,4.0,2.7719679849340864,0.0,415,0,1,0,0,0,0,0,0,0,0,1,0,0,1
55.0,25.0,123.0,28.15,136.1,95.0,11.57,175.7,90.0,7.91,11.0,2.0,2.97,3.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
72.0,0.0,114.0,28.2,235.9,97.0,20.05,210.1,120.0,9.45,12.0,5.0,3.24,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
58.0,0.0,95.0,19.07,209.6,108.0,17.82,200.87398513436247,78.0,11.74,13.9,1.0,3.75,0.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
184.0,0.0,105.0,36.35,159.6,84.0,13.57,139.2,137.0,6.26,5.0,10.0,1.35,2.0,510,0,0,0,0,1,0,0,0,0,0,0,1,1,0
143.0,0.0,99.0,33.03,123.6,133.0,10.51,200.87398513436247,99.0,10.33,10.2,2.0,2.75,2.0,510,1,0,0,0,0,0,0,0,0,0,1,0,1,0
113.0,0.0,141.0,26.52,256.8,72.0,21.83,175.3,123.0,7.89,11.9,5.0,3.21,2.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
30.0,0.0,144.0,28.88,225.2,118.0,19.14,169.7,93.0,7.64,11.4,7.0,3.08,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
138.0,0.0,101.0,24.91,284.5,142.0,24.18,176.0,98.0,7.92,14.0,6.0,3.78,3.0,510,0,0,0,0,0,0,0,0,0,1,1,0,1,0
63.0,0.0,80.0,35.9,237.7,93.0,20.2,259.2,58.0,11.66,12.3,2.0,2.7719679849340864,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
68.0,24.0,92.0,21.37,275.9,98.0,23.45,214.5,108.0,9.65,14.2,6.0,3.83,3.0,415,1,0,0,0,0,0,0,0,0,0,0,1,0,1
93.0,38.0,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,2.7719679849340864,1.0,510,0,0,1,0,0,0,0,0,0,0,0,1,0,1
48.0,37.0,115.0,35.99,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0,415,0,0,0,0,0,0,1,0,0,0,1,0,0,1
150.0,27.0,112.0,35.67,155.0,80.0,13.18,200.87398513436247,111.0,11.32,7.2,6.0,1.94,0.0,408,0,0,0,0,1,0,0,0,0,0,1,0,0,1
91.0,0.0,100.0,32.18,239.3,107.0,20.34,200.87398513436247,89.0,4.04,9.9,3.0,2.7719679849340864,3.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
165.0,0.0,88.0,26.52,276.1,81.0,23.47,175.9,94.0,7.92,9.3,5.0,2.51,1.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
70.0,0.0,87.0,36.52,131.0,114.0,11.14,200.87398513436247,104.0,9.76,9.4,3.0,2.54,3.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
100.0,0.0,117.0,44.97,194.0,111.0,16.49,262.7,111.0,11.82,7.5,4.0,2.03,2.0,510,0,0,0,0,1,0,0,0,0,0,1,0,1,0
101.0,21.0,88.0,40.46,209.6,84.0,17.82,233.0,95.0,10.49,10.0,5.0,2.7,2.0,415,0,0,0,0,1,0,0,0,0,0,1,0,0,1
204.0,0.0,145.0,34.88,154.8,95.0,13.16,191.4,77.0,8.61,14.1,5.0,3.81,3.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
136.0,0.0,90.0,43.66,230.1,104.0,19.56,143.6,82.0,6.46,9.1,10.0,2.46,3.0,510,0,0,0,0,0,0,0,0,1,0,0,1,1,0
125.0,0.0,128.0,35.02,198.1,71.0,16.84,135.9,116.0,6.12,13.2,3.0,3.56,0.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
117.0,0.0,95.0,30.86,205.1,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
64.0,0.0,80.0,16.52,186.2,90.0,15.83,189.0,92.0,8.5,10.4,6.0,2.81,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
140.0,0.0,91.0,29.44,196.8,106.0,16.73,209.3,128.0,9.42,11.2,5.0,3.02,3.0,408,0,0,0,1,0,0,0,0,0,0,1,0,1,0
85.0,0.0,88.0,24.55,264.6,105.0,22.49,200.87398513436247,94.0,8.34,9.9,3.0,2.67,1.0,408,0,0,1,0,0,0,0,0,0,0,1,0,1,0
99.0,28.0,88.0,34.12,264.2,116.0,22.46,172.7,102.0,7.77,9.1,5.0,2.46,1.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
87.0,0.0,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3.0,2.97,1.0,408,0,1,0,0,0,0,0,0,0,0,1,0,1,0
70.0,0.0,111.0,33.76,213.9,115.0,18.18,200.87398513436247,105.0,7.7,10.6,6.0,2.7719679849340864,2.0,408,0,0,0,0,1,0,0,0,0,0,1,0,1,0
47.0,0.0,116.0,26.4,188.2,85.0,16.0,200.87398513436247,73.0,11.12,12.3,4.0,3.32,3.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
161.0,0.0,95.0,37.69,193.0,82.0,16.41,194.1,113.0,8.73,6.5,4.0,1.76,3.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
132.0,0.0,78.0,36.48,251.7,98.0,21.39,240.8,88.0,10.84,13.9,2.0,3.75,0.0,408,0,0,0,1,0,0,0,0,0,0,1,0,1,0
95.0,0.0,120.0,45.73,233.7,120.0,19.86,179.3,61.0,8.07,7.3,4.0,2.7719679849340864,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
50.0,22.0,112.0,42.99,177.9,99.0,15.12,158.4,146.0,7.13,8.5,4.0,2.3,3.0,415,0,0,0,1,0,0,0,0,0,0,1,0,0,1
121.0,21.0,84.0,21.47,209.6,102.0,17.82,192.5,129.0,8.66,10.6,2.0,2.86,1.0,415,0,1,0,0,0,0,0,0,0,0,1,0,0,1
92.0,0.0,101.0,26.81,298.6,100.0,25.38,200.87398513436247,99.0,9.76,13.8,3.0,3.73,1.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
34.0,0.0,102.0,25.67,131.4,101.0,11.17,200.87398513436247,86.0,8.4,9.9,7.0,2.7719679849340864,0.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
127.0,0.0,94.0,23.73,240.9,112.0,20.48,127.1,88.0,5.72,8.8,4.0,2.7719679849340864,2.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
123.0,32.0,77.0,36.09,251.5,78.0,21.38,208.7,85.0,9.39,6.6,2.0,2.7719679849340864,3.0,510,0,0,0,0,0,0,0,0,0,1,1,0,0,1
161.0,0.0,73.0,33.42,170.2,79.0,14.47,200.87398513436247,79.0,8.74,12.5,3.0,3.38,1.0,408,0,0,0,0,0,0,1,0,0,0,1,0,1,0
69.0,0.0,76.0,28.48,242.1,92.0,20.58,200.87398513436247,103.0,4.55,11.4,4.0,3.08,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
94.0,0.0,62.0,33.0,227.2,54.0,19.31,190.4,115.0,8.57,15.3,4.0,4.13,1.0,510,1,0,0,0,0,0,0,0,0,0,1,0,1,0
80.0,0.0,113.0,54.79,222.0,95.0,18.87,200.87398513436247,123.0,7.33,6.7,8.0,1.81,0.0,408,0,0,0,0,1,0,0,0,0,0,1,0,1,0
104.0,0.0,123.0,38.4,162.8,106.0,13.84,272.1,85.0,12.24,10.1,4.0,2.7719679849340864,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
183.0,0.0,92.0,19.84,213.8,112.0,18.17,214.3,112.0,9.64,9.7,6.0,2.62,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
35.0,0.0,87.0,44.34,258.1,78.0,21.94,131.3,123.0,5.91,5.8,2.0,2.7719679849340864,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
60.0,0.0,118.0,32.96,85.0,110.0,7.23,210.1,134.0,9.45,13.2,8.0,3.56,3.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
51.0,0.0,99.0,31.13,160.1,107.0,13.61,200.87398513436247,121.0,14.03,7.0,3.0,1.89,1.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
96.0,26.0,96.0,29.89,206.6,84.0,17.56,178.0,105.0,8.01,11.1,2.0,3.0,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,0,1
42.0,32.0,80.0,27.85,177.8,123.0,15.11,200.87398513436247,106.0,8.57,8.1,5.0,2.19,0.0,415,0,0,1,0,0,0,0,0,0,0,1,0,0,1
85.0,0.0,107.0,36.09,228.4,103.0,19.41,200.87398513436247,116.0,7.35,7.7,3.0,2.08,0.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
60.0,0.0,67.0,30.65,208.0,68.0,17.68,200.87398513436247,101.0,8.15,12.8,6.0,3.46,2.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
52.0,0.0,108.0,32.62,269.8,96.0,22.93,236.8,87.0,10.66,7.8,5.0,2.11,3.0,408,0,0,0,0,0,0,0,0,1,0,1,0,1,0
60.0,0.0,147.0,30.48,208.9,89.0,17.76,248.2,98.0,11.17,13.5,6.0,3.65,1.0,408,0,0,0,0,0,1,0,0,0,0,1,0,1,0
13.0,31.0,94.0,45.1,147.6,95.0,12.55,259.3,117.0,11.67,12.9,1.0,3.48,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,0,1
63.0,49.0,86.0,36.53,198.2,89.0,16.85,170.8,139.0,7.69,8.2,5.0,2.21,0.0,510,0,0,0,0,0,0,0,0,0,1,1,0,0,1
87.0,0.0,105.0,28.75,169.9,102.0,14.44,200.87398513436247,106.0,11.02,9.9,10.0,2.67,3.0,415,0,0,0,0,0,0,0,0,0,1,1,0,1,0
140.0,28.0,77.0,26.71,172.4,97.0,14.65,184.5,94.0,8.3,11.1,9.0,3.0,1.0,510,0,0,0,0,0,0,0,1,0,0,1,0,0,1
122.0,0.0,101.0,39.8,200.2,121.0,17.02,200.87398513436247,89.0,10.68,13.1,9.0,3.54,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
110.0,0.0,108.0,46.09,237.0,122.0,20.15,239.9,122.0,10.8,9.8,5.0,2.65,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
101.0,0.0,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2.0,2.89,1.0,510,0,0,0,0,0,0,1,0,0,0,1,0,1,0
138.0,0.0,104.0,40.94,144.5,92.0,12.28,200.87398513436247,98.0,5.66,11.6,1.0,3.13,0.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
91.0,0.0,110.0,41.89,182.0,98.0,15.47,157.6,106.0,7.09,12.1,2.0,3.27,2.0,408,0,0,0,0,0,0,0,0,1,0,0,1,1,0
105.0,0.0,98.0,46.05,226.2,110.0,19.23,178.8,60.0,8.05,8.8,5.0,2.38,0.0,408,0,0,0,1,0,0,0,0,0,0,1,0,1,0
63.0,0.0,75.0,27.97,147.9,118.0,12.57,252.7,97.0,11.37,11.2,2.0,3.02,0.0,415,0,1,0,0,0,0,0,0,0,0,1,0,1,0
158.0,0.0,105.0,29.9,188.3,88.0,16.01,188.3,98.0,8.47,11.0,6.0,2.7719679849340864,1.0,510,0,1,0,0,0,0,0,0,0,0,1,0,1,0
148.0,0.0,92.0,34.51,150.9,125.0,12.83,200.87398513436247,131.0,11.05,14.6,9.0,2.7719679849340864,1.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
128.0,32.0,81.0,38.0,188.8,74.0,16.05,154.9,101.0,6.97,9.4,2.0,2.54,2.0,510,0,0,0,0,0,0,0,0,1,0,0,1,0,1
149.0,20.0,77.0,33.81,274.0,88.0,23.29,190.7,76.0,8.58,14.3,9.0,3.86,1.0,415,0,0,0,0,0,0,0,0,0,1,1,0,0,1
51.0,28.0,121.0,47.04,203.7,99.0,17.31,246.2,88.0,11.08,8.3,3.0,2.24,0.0,510,0,0,0,0,0,0,0,1,0,0,1,0,0,1
106.0,0.0,95.0,36.36,151.9,70.0,12.91,200.87398513436247,124.0,11.7,12.2,5.0,3.29,3.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
117.0,0.0,118.0,48.86,259.6,84.0,22.07,200.87398513436247,86.0,6.89,10.0,3.0,2.7719679849340864,1.0,415,0,0,0,0,0,0,0,1,0,0,0,1,1,0
122.0,0.0,120.0,23.82,231.4,128.0,19.67,188.1,127.0,8.46,11.2,5.0,3.02,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
98.0,23.0,54.0,41.74,292.7,83.0,24.88,200.87398513436247,90.0,8.28,10.8,7.0,2.92,1.0,415,0,1,0,0,0,0,0,0,0,0,0,1,0,1
136.0,24.0,76.0,29.68,176.6,114.0,15.01,200.87398513436247,91.0,9.65,8.8,5.0,2.7719679849340864,2.0,415,0,1,0,0,0,0,0,0,0,0,1,0,0,1
33.0,0.0,99.0,27.88,153.1,102.0,13.01,200.87398513436247,104.0,5.57,6.4,4.0,2.7719679849340864,0.0,415,0,0,0,0,0,0,0,0,0,1,0,1,1,0
142.0,25.0,109.0,32.49,149.6,120.0,12.72,200.87398513436247,60.0,10.25,9.8,3.0,2.65,0.0,408,0,0,0,0,1,0,0,0,0,0,0,1,0,1
126.0,31.0,88.0,47.26,253.2,65.0,21.52,200.87398513436247,114.0,10.04,8.7,4.0,2.35,0.0,415,0,0,0,0,0,0,1,0,0,0,1,0,0,1
55.0,0.0,115.0,37.57,165.4,97.0,14.06,235.4,117.0,10.59,9.7,4.0,2.7719679849340864,1.0,408,0,0,0,0,0,0,0,1,0,0,0,1,1,0
63.0,36.0,110.0,33.83,291.3,111.0,24.76,197.6,92.0,8.89,11.0,6.0,2.97,1.0,415,1,0,0,0,0,0,0,0,0,0,0,1,0,1
53.0,0.0,116.0,24.67,233.7,82.0,19.86,200.87398513436247,95.0,9.39,7.9,5.0,2.13,2.0,415,0,0,0,0,0,0,0,0,0,1,1,0,1,0
116.0,35.0,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4.0,2.24,1.0,415,1,0,0,0,0,0,0,0,0,0,1,0,0,1
89.0,0.0,151.0,18.0,189.6,142.0,16.12,200.87398513436247,67.0,7.69,12.7,7.0,3.43,0.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
76.0,0.0,120.0,40.97,231.8,96.0,19.7,220.2,67.0,9.91,9.9,1.0,2.67,1.0,510,0,0,0,1,0,0,0,0,0,0,0,1,1,0
57.0,39.0,115.0,36.21,191.1,112.0,16.24,182.7,115.0,8.22,9.5,3.0,2.57,0.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
